date,open,high,low,close,volume
2015-01-01 00:00:00,4278.6,4293.55,4269.25,4288.39,0
2015-01-01 09:15:00,4278.6,4293.55,4269.25,4288.39,0
2015-01-02 00:00:00,4292.05,4351.14,4292.05,4341.2,0
2015-01-02 09:15:00,4292.05,4351.14,4292.05,4341.25,0
2015-01-05 00:00:00,4348.0,4369.75,4327.35,4333.89,0
2015-01-05 09:15:00,4348.0,4369.75,4327.35,4333.95,0
2015-01-06 00:00:00,4307.64,4307.64,4198.25,4205.6,0
2015-01-06 09:15:00,4307.64,4307.64,4198.25,4205.64,0
2015-01-07 00:00:00,4203.0,4220.64,4172.14,4197.89,0
2015-01-07 09:15:00,4203.0,4220.64,4172.14,4197.95,0
2015-01-08 00:00:00,4243.6,4270.3,4235.0,4267.7,0
2015-01-08 09:15:00,4243.6,4270.3,4235.0,4267.75,0
2015-01-09 00:00:00,4295.0,4303.25,4248.6,4286.39,0
2015-01-09 09:15:00,4295.0,4303.25,4248.6,4286.45,0
2015-01-12 00:00:00,4291.05,4310.25,4269.85,4306.7,0
2015-01-12 09:15:00,4291.05,4310.25,4269.85,4306.7,0
2015-01-13 00:00:00,4319.0,4325.95,4280.6,4297.1,0
2015-01-13 09:15:00,4319.0,4325.95,4280.6,4297.14,0
2015-01-14 00:00:00,4302.75,4314.8,4269.3,4288.3,0
2015-01-14 09:15:00,4302.75,4314.8,4269.3,4288.3,0
2015-01-15 00:00:00,4360.55,4405.35,4342.39,4388.6,0
2015-01-15 09:15:00,4360.55,4405.35,4342.39,4388.64,0
2015-01-16 00:00:00,4393.75,4412.0,4370.8,4404.8,0
2015-01-16 09:15:00,4393.75,4412.0,4370.8,4404.8,0
2015-01-19 00:00:00,4422.05,4436.85,4417.85,4423.3,0
2015-01-19 09:15:00,4422.05,4436.85,4417.85,4423.3,0
2015-01-20 00:00:00,4436.2,4487.8,4436.2,4482.39,0
2015-01-20 09:15:00,4436.2,4487.8,4436.2,4482.39,0
2015-01-21 00:00:00,4495.1,4506.55,4477.55,4496.7,0
2015-01-21 09:15:00,4495.1,4506.55,4477.55,4496.7,0
2015-01-22 00:00:00,4504.0,4519.25,4491.35,4510.7,0
2015-01-22 09:15:00,4504.0,4519.25,4491.35,4510.7,0
2015-01-23 00:00:00,4545.45,4558.35,4522.2,4545.6,0
2015-01-23 09:15:00,4545.45,4558.35,4522.2,4545.6,0
2015-01-27 00:00:00,4563.2,4590.6,4542.95,4584.0,0
2015-01-27 09:15:00,4563.2,4590.6,4542.95,4584.05,0
2015-01-28 00:00:00,4580.85,4623.75,4570.89,4591.3,0
2015-01-28 09:15:00,4580.85,4623.75,4570.89,4591.3,0
2015-01-29 00:00:00,4585.89,4609.0,4565.5,4603.39,0
2015-01-29 09:15:00,4585.89,4609.0,4565.5,4603.45,0
2015-01-30 00:00:00,4626.5,4626.5,4523.7,4542.0,0
2015-01-30 09:15:00,4626.5,4626.5,4523.7,4542.0,0
2015-02-02 00:00:00,4540.6,4561.35,4522.5,4544.39,0
2015-02-03 00:00:00,4559.45,4565.95,4509.39,4519.3,0
2015-02-04 00:00:00,4536.89,4537.55,4491.5,4500.89,0
2015-02-05 00:00:00,4506.05,4547.35,4468.7,4482.2,0
2015-02-06 00:00:00,4477.6,4491.7,4447.0,4454.3,0
2015-02-09 00:00:00,4417.39,4423.25,4379.25,4384.1,0
2015-02-10 00:00:00,4361.85,4449.95,4357.8,4408.6,0
2015-02-11 00:00:00,4428.14,4458.39,4426.39,4451.39,0
2015-02-12 00:00:00,4477.05,4508.8,4448.2,4499.7,0
2015-02-13 00:00:00,4515.75,4551.55,4510.3,4544.2,0
2015-02-16 00:00:00,4559.95,4577.7,4534.3,4542.6,0
2015-02-18 00:00:00,4546.55,4585.7,4546.55,4575.89,0
2015-02-19 00:00:00,4586.25,4594.85,4535.05,4584.8,0
2015-02-20 00:00:00,4589.0,4589.0,4550.3,4561.8,0
2015-02-23 00:00:00,4576.3,4580.14,4512.85,4521.8,0
2015-02-24 00:00:00,4531.2,4539.89,4505.64,4523.0,0
2015-02-25 00:00:00,4543.25,4560.45,4515.05,4522.8,0
2015-02-26 00:00:00,4528.89,4530.89,4472.1,4479.3,0
2015-02-27 00:00:00,4501.2,4570.6,4500.35,4565.3,0
2015-02-28 00:00:00,4599.05,4605.1,4511.05,4586.5,0
2015-03-02 00:00:00,4614.35,4628.7,4581.55,4623.2,0
2015-03-03 00:00:00,4628.7,4653.75,4613.55,4648.3,0
2015-03-04 00:00:00,4702.2,4706.3,4594.3,4607.39,0
2015-03-05 00:00:00,4612.64,4630.64,4576.85,4621.7,0
2015-03-09 00:00:00,4598.14,4598.14,4527.39,4534.1,0
2015-03-10 00:00:00,4542.05,4550.85,4497.05,4514.39,0
2015-03-11 00:00:00,4523.8,4532.1,4496.8,4505.2,0
2015-03-12 00:00:00,4525.7,4557.3,4524.25,4552.5,0
2015-03-13 00:00:00,4586.05,4587.75,4478.25,4485.6,0
2015-03-16 00:00:00,4492.35,4493.8,4463.85,4474.39,0
2015-03-17 00:00:00,4502.39,4531.95,4478.75,4523.6,0
2015-03-18 00:00:00,4535.2,4535.2,4498.95,4510.39,0
2015-03-19 00:00:00,4544.14,4563.25,4475.75,4484.8,0
2015-03-20 00:00:00,4483.95,4483.95,4436.55,4444.8,0
2015-03-23 00:00:00,4455.35,4462.05,4422.35,4427.8,0
2015-03-24 00:00:00,4423.39,4458.2,4416.6,4420.5,0
2015-03-25 00:00:00,4433.45,4434.75,4408.3,4414.89,0
2015-03-26 00:00:00,4389.75,4398.45,4323.7,4330.6,0
2015-03-27 00:00:00,4358.89,4363.64,4284.2,4330.5,0
2015-03-30 00:00:00,4357.85,4410.2,4354.6,4405.7,0
2015-03-31 00:00:00,4425.75,4437.39,4389.8,4409.0,0
2015-04-01 00:00:00,4406.6,4466.0,4398.25,4459.1,0
2015-04-06 00:00:00,4475.6,4503.75,4456.25,4500.2,0
2015-04-07 00:00:00,4513.55,4520.0,4470.55,4510.0,0
2015-04-08 00:00:00,4530.85,4548.3,4522.6,4539.7,0
2015-04-09 00:00:00,4562.95,4570.25,4522.89,4567.0,0
2015-04-10 00:00:00,4567.39,4577.75,4552.7,4573.7,0
2015-04-13 00:00:00,4585.45,4604.64,4570.95,4600.7,0
2015-04-15 00:00:00,4608.35,4608.35,4545.85,4559.1,0
2015-04-16 00:00:00,4564.3,4564.95,4501.7,4534.1,0
2015-04-17 00:00:00,4531.35,4531.7,4471.64,4476.7,0
2015-04-20 00:00:00,4483.55,4483.55,4374.05,4390.89,0
2015-04-21 00:00:00,4380.45,4403.45,4345.1,4357.3,0
2015-04-22 00:00:00,4370.55,4387.75,4309.39,4378.8,0
2015-04-23 00:00:00,4404.3,4419.39,4352.0,4367.5,0
2015-04-24 00:00:00,4373.1,4374.05,4297.25,4311.8,0
2015-04-27 00:00:00,4324.3,4325.2,4244.85,4251.2,0
2015-04-28 00:00:00,4249.7,4304.14,4235.39,4294.7,0
2015-04-29 00:00:00,4293.39,4310.1,4266.75,4281.7,0
2015-04-30 00:00:00,4274.3,4274.39,4237.5,4259.8,0
2015-05-04 00:00:00,4285.7,4345.1,4283.05,4338.39,0
2015-05-05 00:00:00,4342.6,4355.3,4319.2,4341.7,0
2015-05-06 00:00:00,4335.7,4341.39,4207.75,4215.0,0
2015-05-07 00:00:00,4205.89,4221.39,4144.64,4176.6,0
2015-05-08 00:00:00,4214.25,4264.6,4214.25,4248.5,0
2015-05-11 00:00:00,4275.6,4325.3,4269.0,4321.89,0
2015-05-12 00:00:00,4323.85,4323.85,4219.3,4224.6,0
2015-05-13 00:00:00,4253.89,4292.3,4213.14,4284.89,0
2015-05-14 00:00:00,4283.14,4299.45,4240.55,4294.1,0
2015-05-15 00:00:00,4304.5,4323.55,4291.75,4313.7,0
2015-05-18 00:00:00,4325.8,4372.3,4319.95,4368.3,0
2015-05-19 00:00:00,4361.39,4396.25,4351.14,4366.5,0
2015-05-20 00:00:00,4382.39,4402.95,4381.2,4389.5,0
2015-05-21 00:00:00,4396.64,4401.05,4366.39,4385.6,0
2015-05-22 00:00:00,4394.25,4418.14,4386.05,4402.5,0
2015-05-25 00:00:00,4394.2,4397.45,4364.25,4367.5,0
2015-05-26 00:00:00,4372.64,4374.14,4344.75,4355.0,0
2015-05-27 00:00:00,4334.0,4354.75,4324.14,4350.89,0
2015-05-28 00:00:00,4357.25,4364.1,4313.1,4339.8,0
2015-05-29 00:00:00,4346.6,4402.55,4337.14,4399.5,0
2015-06-01 00:00:00,4389.7,4413.3,4386.35,4398.3,0
2015-06-02 00:00:00,4403.8,4403.8,4290.8,4295.5,0
2015-06-03 00:00:00,4294.75,4294.75,4203.6,4237.6,0
2015-06-04 00:00:00,4248.0,4248.3,4199.45,4237.89,0
2015-06-05 00:00:00,4230.45,4268.75,4223.5,4234.0,0
2015-06-08 00:00:00,4239.6,4240.55,4184.2,4190.39,0
2015-06-09 00:00:00,4181.7,4197.7,4167.5,4178.7,0
2015-06-10 00:00:00,4181.2,4242.5,4181.2,4229.3,0
2015-06-11 00:00:00,4249.1,4250.89,4147.05,4149.8,0
2015-06-12 00:00:00,4145.1,4161.64,4134.25,4156.89,0
2015-06-15 00:00:00,4160.39,4194.35,4142.1,4171.7,0
2015-06-16 00:00:00,4169.35,4196.45,4141.95,4189.7,0
2015-06-17 00:00:00,4209.7,4243.7,4195.3,4222.39,0
2015-06-18 00:00:00,4233.75,4267.8,4230.64,4263.0,0
2015-06-19 00:00:00,4278.1,4301.5,4276.1,4288.6,0
2015-06-22 00:00:00,4306.64,4360.8,4306.64,4355.1,0
2015-06-22 08:58:36,4306.65,4360.8,4306.65,4355.15,0
2015-06-23 00:00:00,4367.64,4380.35,4346.64,4367.5,0
2015-06-23 08:58:37,4367.65,4380.35,4346.65,4367.55,0
2015-06-24 00:00:00,4376.8,4383.0,4341.14,4351.8,0
2015-06-24 08:58:37,4376.8,4383.0,4341.15,4351.8,0
2015-06-25 00:00:00,4340.45,4381.75,4338.0,4372.2,0
2015-06-25 08:58:36,4340.45,4381.75,4338.0,4372.25,0
2015-06-26 00:00:00,4369.25,4376.75,4341.45,4365.1,0
2015-06-26 08:58:36,4369.25,4376.75,4341.45,4365.1,0
2015-06-29 00:00:00,4291.1,4330.35,4265.7,4326.3,0
2015-06-29 08:59:23,4291.1,4291.5,4265.7,4276.25,0
2015-06-29 11:54:10,4276.75,4330.35,4271.8,4326.3,0
2015-06-30 00:00:00,4325.8,4361.0,4320.95,4357.0,0
2015-06-30 08:46:07,4325.8,4361.0,4320.95,4357.05,0
2015-07-01 00:00:00,4363.85,4415.05,4362.35,4403.7,0
2015-07-01 07:05:32,4363.85,4415.05,4362.35,4403.75,0
2015-07-02 00:00:00,4416.5,4426.6,4403.1,4409.1,0
2015-07-02 07:05:41,4416.5,4426.6,4404.05,4413.35,0
2015-07-02 12:28:15,4413.2,4422.95,4403.1,4409.1,0
2015-07-03 00:00:00,4409.05,4437.7,4403.64,4423.7,0
2015-07-03 07:08:40,4409.05,4437.7,4403.65,4423.7,0
2015-07-06 00:00:00,4371.14,4451.3,4371.14,4447.2,0
2015-07-06 06:57:59,4371.15,4451.3,4371.15,4447.2,0
2015-07-07 00:00:00,4452.0,4470.2,4432.55,4449.0,0
2015-07-07 07:04:09,4452.0,4470.2,4432.55,4449.05,0
2015-07-08 00:00:00,4411.7,4427.55,4363.64,4376.8,0
2015-07-08 06:59:14,4411.7,4427.55,4363.65,4376.85,0
2015-07-09 00:00:00,4381.2,4397.5,4357.0,4360.39,0
2015-07-09 06:57:19,4381.2,4397.5,4357.0,4360.4,0
2015-07-10 00:00:00,4380.89,4386.8,4352.35,4372.7,0
2015-07-10 07:02:46,4380.9,4386.8,4352.35,4372.7,0
2015-07-13 00:00:00,4391.6,4429.55,4374.05,4425.39,0
2015-07-13 07:14:57,4391.6,4429.55,4374.05,4425.4,0
2015-07-14 00:00:00,4433.0,4439.25,4413.5,4425.39,0
2015-07-14 07:00:14,4433.0,4439.25,4413.5,4425.45,0
2015-07-15 00:00:00,4431.8,4459.75,4431.8,4455.3,0
2015-07-15 07:14:16,4431.8,4459.75,4431.8,4455.35,0
2015-07-16 00:00:00,4467.95,4504.89,4467.75,4501.2,0
2015-07-16 07:16:05,4467.95,4504.9,4467.75,4501.25,0
2015-07-17 00:00:00,4511.89,4519.6,4495.45,4506.1,0
2015-07-17 06:59:18,4511.9,4519.6,4495.45,4506.1,0
2015-07-20 00:00:00,4514.35,4514.35,4486.05,4503.8,0
2015-07-20 08:58:32,4514.35,4514.35,4486.05,4503.85,0
2015-07-21 00:00:00,4505.5,4516.45,4449.55,4456.5,0
2015-07-21 07:05:22,4505.5,4516.45,4449.55,4456.5,0
2015-07-22 00:00:00,4448.6,4511.8,4442.64,4508.1,0
2015-07-22 08:58:32,4448.6,4511.8,4442.65,4508.15,0
2015-07-23 00:00:00,4517.25,4523.14,4484.85,4492.0,0
2015-07-23 06:58:03,4517.25,4523.15,4484.85,4492.0,0
2015-07-24 00:00:00,4492.95,4492.95,4452.5,4456.8,0
2015-07-24 08:58:32,4492.95,4492.95,4452.5,4456.8,0
2015-07-27 00:00:00,4443.75,4443.75,4374.2,4378.39,0
2015-07-27 08:18:53,4443.75,4443.75,4374.2,4378.45,0
2015-07-28 00:00:00,4385.6,4396.5,4360.3,4365.2,0
2015-07-28 09:13:27,4385.6,4396.5,4360.3,4365.25,0
2015-07-29 00:00:00,4380.6,4390.64,4370.05,4388.0,0
2015-07-29 08:55:02,4380.6,4390.65,4370.05,4388.05,0
2015-07-30 00:00:00,4410.0,4433.55,4407.5,4415.1,0
2015-07-30 09:06:18,4410.0,4433.55,4407.5,4415.1,0
2015-07-31 00:00:00,4432.0,4478.8,4431.5,4470.39,0
2015-07-31 08:14:59,4432.0,4478.8,4431.5,4470.45,0
2015-08-03 00:00:00,4465.14,4495.05,4465.14,4482.8,0
2015-08-03 08:14:58,4465.15,4495.05,4465.15,4482.85,0
2015-08-04 00:00:00,4495.85,4497.85,4445.7,4484.2,0
2015-08-04 08:14:57,4495.85,4497.85,4445.7,4484.2,0
2015-08-05 00:00:00,4503.6,4527.89,4503.6,4514.3,0
2015-08-05 08:14:56,4503.6,4527.9,4503.6,4514.35,0
2015-08-06 00:00:00,4524.5,4532.2,4505.25,4524.3,0
2015-08-06 08:14:56,4524.5,4532.2,4505.25,4524.35,0
2015-08-07 00:00:00,4522.6,4530.95,4505.95,4511.89,0
2015-08-07 08:14:55,4522.6,4530.95,4505.95,4511.9,0
2015-08-10 00:00:00,4519.85,4544.0,4481.8,4494.5,0
2015-08-10 08:58:46,4519.85,4544.0,4481.8,4494.5,0
2015-08-10 09:00:36,4519.85,4544.0,4516.35,4536.35,0
2015-08-11 00:00:00,4507.8,4507.8,4445.64,4459.6,0
2015-08-11 08:14:52,4507.8,4507.8,4445.65,4459.6,0
2015-08-12 00:00:00,4450.05,4450.05,4384.75,4389.6,0
2015-08-12 08:51:31,4450.05,4450.05,4384.75,4389.65,0
2015-08-13 00:00:00,4409.55,4435.14,4378.89,4387.39,0
2015-08-13 09:23:55,4428.7,4433.1,4378.9,4387.45,0
2015-08-14 00:00:00,4412.6,4480.1,4401.5,4474.39,0
2015-08-14 08:48:51,4412.6,4480.1,4401.5,4474.4,0
2015-08-17 00:00:00,4482.39,4483.39,4431.2,4462.8,0
2015-08-17 08:48:35,4482.4,4483.4,4431.2,4462.85,0
2015-08-18 00:00:00,4480.5,4491.89,4444.89,4463.5,0
2015-08-18 08:14:48,4480.5,4491.9,4444.9,4463.55,0
2015-08-19 00:00:00,4464.39,4491.05,4443.14,4474.5,0
2015-08-19 08:58:28,4464.4,4491.05,4443.15,4474.55,0
2015-08-20 00:00:00,4464.64,4479.35,4402.0,4407.7,0
2015-08-20 08:14:46,4464.65,4479.35,4402.0,4407.7,0
